"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"23-0861-P0004","New Mexico 23-0020  Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","Humphrey John Costello","Wyoming Survey & Analysis Center","Funded","New Mexico Department of Health",,"Wyoming Survey & Analysis Center","7/1/2024","6/30/2025","Non-Competing Continuation",,"23-0861",2024-05-24 11:30:52,65000,"6/7/2024 12:00:00 AM",,"Other Sponsored Activity","6/26/2024 10:04:09 AM: After the fact submission. Agreement under review. >> 8/19/2024 12:40:06 PM: Funded.",2024-06-26 10:04:09,,2024-08-19 12:40:06,,"FY2024",,"FY2025",,2024-05-24 11:30:52,"FY2024",33,54,,"June-2024","Research & Economic Development","Q4 FY2024","Q1 FY2025","State","Others","Funded",0,1,1,65000
"23-0946-P0002","Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","RWO208: Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","Matthew Kauffman","Wyoming Coop Unit","Funded","U.S. Geological Survey/Department of the Interior",,"Wyoming Coop Unit","9/20/2021","12/31/2025","Supplement",,"23-0946",2023-06-08 09:21:42,777623,"6/14/2023 12:00:00 AM",,"Applied Research","6/19/2023 09:14:07 AM: 6-19-23 >> 9/6/2023 06:17:56 PM: Submitted. >> 9/6/2023 06:18:04 PM: Funded. >> 9/27/2023 11:47:30 AM: Project was previously funded, removing from routing to fix proposal error in RW. PI certification never occurred, will enter routing again to ensure that is completed. >> 9/27/2023 11:50:37 AM: Fixing proposal error on General information tab, project has been previously funded. PI Certification never completed. Routing will be concluded to ensure that is captured. >> 10/3/2023 10:33:09 AM: submitted back in June, cleaning up >> 10/23/2023 02:25:16 PM: Award set up in ROAM with award documentation",2023-10-03 10:33:09,,2023-10-23 14:25:16,,"FY2024",,"FY2024",,2023-06-08 09:21:42,"FY2023",117,20,,"October-2023","Agriculture","Q2 FY2024","Q2 FY2024","Federal","Others","Funded",0,1,1,777623
"23-0946-P0003","RWO208: Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","RWO208: Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","Matthew Kauffman","Wyoming Coop Unit","Funded","U.S. Geological Survey/Department of the Interior",,"Wyoming Coop Unit","9/20/2021","12/31/2025","Supplement",,"23-0946",2023-10-26 09:15:48,275000,"11/10/2023 12:00:00 AM",,"Applied Research","11/10/2023 12:20:33 PM: add LOI and connect to S2S >> 12/14/2023 02:39:01 PM: Notes confirm that this project was submitted on 11/15/23 >> 5/5/2025 03:25:26 PM: Award is in an active status so I am updating the proposal to a Funded status.",2023-12-14 14:39:01,,2025-05-05 15:25:26,,"FY2024",,"FY2025",,2023-10-26 09:15:48,"FY2024",50,508,,"December-2023","Agriculture","Q2 FY2024","Q4 FY2025","Federal","Others","Funded",0,1,1,275000
"23-0946-P0004","Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","RWO208: Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","Matthew Kauffman","Wyoming Coop Unit","Funded","U.S. Geological Survey/Department of the Interior",,"Wyoming Coop Unit","9/20/2021","9/19/2026","New",,"23-0946",2024-04-25 19:10:52,357193.86,"6/20/2024 12:00:00 AM",,"Applied Research","6/20/2024 01:28:07 PM: Submitted on 06/20/2024, tracking number GRANT14191822 >> 5/5/2025 04:34:11 PM: Award is in active status so I am updating the proposal to funded.",2024-06-20 13:28:07,,2025-05-05 16:34:11,,"FY2024",,"FY2025",,2024-04-25 19:10:52,"FY2024",56,319,,"June-2024","Agriculture","Q4 FY2024","Q4 FY2025","Federal","Others","Funded",0,1,1,357193.86
"23-0946-P0005","RWO208: Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","RWO208: Mapping big game migration corridors in Wyoming and other western states: USGS implementation of Secretarial Order 3362","Matthew Kauffman","Wyoming Coop Unit","Funded","U.S. Geological Survey/Department of the Interior",,"Wyoming Coop Unit","9/20/2021","9/19/2026","Other",,"23-0946",2025-03-25 11:21:13,88178,"3/26/2025 12:00:00 AM",,"Applied Research","3/26/2025 09:58:33 AM: Submitted 3/26/2025 >> 5/5/2025 04:24:37 PM: Award is active so I am updating the proposal to funded.",2025-03-26 09:58:33,,2025-05-05 16:24:37,,"FY2025",,"FY2025",,2025-03-25 11:21:13,"FY2025",1,40,,"March-2025","Agriculture","Q3 FY2025","Q4 FY2025","Federal","Others","Funded",0,1,1,88178
"23-0948-P0002","Clarifying the finer-scale landscape elements critical to support the breeding activities of non-game, sagebrush-associated birds","Cooperative Research Units Program FY 2021 - Full life cycle effects of energy development on sagebrush songbirds (WLCI).","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Closed","U.S. Fish & Wildlife Service/Department of the Interior",,"Wyoming Coop Unit","9/1/2023","12/31/2024","New",,"23-0948",2023-06-06 14:51:38,31500,"6/7/2023 12:00:00 AM",,"Basic Research","6/7/2023 10:28:30 AM: Rerouting >> 6/7/2023 04:04:27 PM: Rerouting >> 7/28/2023 10:17:38 AM: Submitted >> 8/7/2023 06:44:42 AM: This proposal was created under the umbrella for USGS funding and this particular award is under US Fish and Wildlife.  Creating a new proposal and award.",2023-07-28 10:17:38,,,,"FY2024",,,,2023-06-06 14:51:38,"FY2023",52,,,"July-2023","Agriculture","Q1 FY2024",,"Federal","Others","Submitted",1,0,1,0
"23-0948-P0003","Full life cycle effects of energy development on sagebrush songbirds","Cooperative Research Units Program FY 2021 - Full life cycle effects of energy development on sagebrush songbirds (WLCI).","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Funded","U.S. Geological Survey/Department of the Interior",,"Wyoming Coop Unit","9/15/2021","9/15/2025","Supplement",,"23-0948",2023-06-08 09:20:09,70432,"6/14/2023 12:00:00 AM",,"Applied Research","6/15/2023 02:35:06 PM: Submitted 6-15-23 >> 10/23/2023 02:27:25 PM: Award set up in ROAM with award documentation",2023-06-15 14:35:06,,2023-10-23 14:27:25,,"FY2023",,"FY2024",,2023-06-08 09:20:09,"FY2023",7,130,,"June-2023","Agriculture","Q4 FY2023","Q2 FY2024","Federal","Others","Funded",0,1,1,70432
"23-0948-P0004","Full life cycle effects of energy development on sagebrush songbirds","Cooperative Research Units Program FY 2021 - Full life cycle effects of energy development on sagebrush songbirds (WLCI).","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Not Submitted to Sponsor","U.S. Geological Survey/Department of the Interior",,"Wyoming Coop Unit","9/16/2021","9/15/2026","Non-Competing Continuation",,"23-0948",2024-04-25 19:06:19,66636,"6/17/2024 12:00:00 AM",,"Applied Research","6/18/2024 03:20:42 PM: Updating form fields >> 6/18/2024 03:34:19 PM: Submitted NCC - previously approved project >> 6/18/2024 03:41:55 PM: NCC of existing award.  Does not require new proposal form",2024-06-18 15:34:19,,,,"FY2024",,,,2024-04-25 19:06:19,"FY2024",54,,,"June-2024","Agriculture","Q4 FY2024",,"Federal","Others","Submitted",1,0,1,0
"23-0949-P0002","USFS R4 Data Exchange July 2025 - June 2026","Natural Diversity Data Exchange and future collaboration and project development for species conservation","Gary P. Beauvais","Wyo Natural Diversity Database","Submitted to Sponsor","Forest Service/Department of Agriculture",,"Wyo Natural Diversity Database","7/1/2025","6/30/2026","New",,"23-0949",2025-04-17 14:17:45,25000,"5/31/2025 12:00:00 AM",,"Basic Research","5/30/2025 10:50:53 AM: Post submission review.  PI already submitted amendment paperwork",2025-05-30 10:50:53,,,,"FY2025",,,,2025-04-17 14:17:45,"FY2025",43,,,"May-2025","Research & Economic Development","Q4 FY2025",,"Federal","Others","Submitted",1,0,1,0
"23-0970-P0002","Response to RFP 0218-F WYOMING TOBACCO PREVENTION AND CONTROL PROGRAM EVALUATION AND SURVEILLANCE SERVICES","Response to RFP 0218-F WYOMING TOBACCO PREVENTION AND CONTROL PROGRAM EVALUATION AND SURVEILLANCE SERVICES","Laran Henry Despain","Wyoming Survey & Analysis Center","Under Consideration","Wyoming Department of Health",,"Wyoming Survey & Analysis Center","7/1/2025","4/30/2026","Renewal",,"23-0970",2025-03-06 11:26:28,107822.48,"3/12/2025 12:00:00 AM",,"Other Sponsored Activity","3/10/2025 08:36:24 AM: Updating form fields >> 4/2/2025 03:48:25 PM: Submitted >> 4/29/2025 01:48:19 PM: received contract from sponsor",2025-04-02 15:48:25,2025-04-29 13:48:19,,,"FY2025","FY2025",,,2025-03-06 11:26:28,"FY2025",27,,,"April-2025","Research & Economic Development","Q4 FY2025",,"State","Others","Submitted",1,0,1,0
"23-1017-P0002","Collaborative Research: An Integrated Multiscale Reduced-Order Modeling and Experimental Framework for Lithium-ion Batteries under Mechanical Abuse Conditions","Collaborative Research: An Integrated Multiscale Reduced-Order Modeling and Experimental Framework for Lithium-ion Batteries under Mechanical Abuse Conditions","Xiang Zhang","Mechanical Engineering","Funded","National Science Foundation",,"Mechanical Engineering","8/1/2024","4/30/2025","Supplement",,"23-1017",2024-07-19 11:06:05,54950,"5/31/2024 12:00:00 AM",,"Basic Research","8/1/2024 02:50:18 PM: Submitted May 2024 >> 8/1/2024 02:50:31 PM: Amendment 002 rec'd",2024-08-01 14:50:18,,2024-08-01 14:50:31,,"FY2025",,"FY2025",,2024-07-19 11:06:05,"FY2025",13,0,,"August-2024","Engineering","Q1 FY2025","Q1 FY2025","Federal","NSF","Funded",0,1,1,54950
"23-1018-P0002","Mesoscale to Microscale Coupling Using Continuous Eddy Simulation","Mesoscale to Microscale Coupling Using Continuous Eddy Simulation","Stefan Heinz","Mathematics & Statistics","Closed","National Science Foundation",,"Mathematics & Statistics","1/1/2022","12/31/2024","Supplement",,"23-1018",2024-05-22 11:02:45,62914,"5/22/2024 12:00:00 AM",,"Applied Research","5/22/2024 11:35:02 AM: edits >> 5/23/2024 09:28:15 AM: Submitted >> 5/5/2025 04:35:09 PM: Award is in closeout so I am updating the proposal to funded then to closed. >> 5/5/2025 04:35:33 PM: Award is in closeout as of 5/5/2025.",2024-05-23 09:28:15,,2025-05-05 16:35:33,,"FY2024",,"FY2025",,2024-05-22 11:02:45,"FY2024",1,347,,"May-2024","Engineering","Q4 FY2024","Q4 FY2025","Federal","NSF","Funded",0,1,1,62914
"23-1066-P0002","2025 Amendment to Next Steps Assessment Clinic for the Wyoming Department of Education Wyoming Project for Children and Youth Who are Deaf-Blind","Next Steps Assessment Clinic for the Wyoming Department of Education Wyoming Project for Children and Youth Who are Deaf-Blind","Canyon Leigh Hardesty","Wyoming Institute for Disabilities WIND","Under Consideration","Wyoming Department of Education",,"Wyoming Institute for Disabilities WIND","5/1/2025","8/31/2027","Supplement",,"23-1066",2025-02-26 10:01:11,5000,"4/1/2025 12:00:00 AM",,"Other Sponsored Activity","3/14/2025 08:23:57 AM: Updating form fields >> 4/3/2025 01:07:17 PM: Submitted >> 4/3/2025 01:09:11 PM: Draft contract provided",2025-04-03 13:07:17,2025-04-03 13:09:11,,,"FY2025","FY2025",,,2025-02-26 10:01:11,"FY2025",36,,,"April-2025","Health Sciences","Q4 FY2025",,"State","Others","Submitted",1,0,1,0
"23-1091-P0002","Graduate Research Fellowship Program (GRFP) | Jayleen Aliev","Graduate Research Fellowship Program (GRFP) 2021-2026","Kayla A Burd","Psychology","Funded","National Science Foundation",,"Psychology","9/1/2024","5/14/2029","New",,"23-1091",2024-04-30 08:39:41,159000,"4/30/2024 12:00:00 AM",,"Other Sponsored Activity","6/12/2024 03:46:33 PM: Updating indirect cost fields >> 6/26/2024 07:25:25 AM: After the fact submission for NSF Fellowship >> 7/8/2024 03:25:45 PM: Funded.",2024-06-26 07:25:25,,2024-07-08 15:25:45,,"FY2024",,"FY2025",,2024-04-30 08:39:41,"FY2024",57,12,,"June-2024","Arts & Sciences","Q4 FY2024","Q1 FY2025","Federal","NSF","Funded",0,1,1,159000
"23-1111-P0002","Development and Application of Oil-Film Interferometry for Flow Physics and Code Validation Experiments","Development and Application of Oil-Film Interferometry for Flow Physics and Code Validation Experiments","Jonathan W. Naughton","Mechanical Engineering","Funded","National Institute of Aerospace",,"Mechanical Engineering","2/15/2022","4/15/2022","New",,"23-1111",2023-06-30 15:17:06,24750,"11/10/2022 12:00:00 AM",,"Applied Research","3/25/2024 09:02:33 AM: 3-3-22 >> 12/23/2024 10:35:08 AM: Legacy submission. Legacy Award. Funded. A0001.",2024-03-25 09:02:33,,2024-12-23 10:35:08,,"FY2024",,"FY2025",,2023-06-30 15:17:06,"FY2023",269,273,,"March-2024","Engineering","Q3 FY2024","Q2 FY2025","Federal","Others","Funded",0,1,1,24750
"23-1122-P0002","Mapping bison migrations in Yellowstone National Park","Mapping bison migrations in Yellowstone National Park","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","National Park Service/Department of the Interior",,"Wyoming Coop Unit","6/1/2022","6/30/2025","New",,"23-1122",2024-02-29 10:41:30,15000,"3/15/2024 12:00:00 AM",,"Applied Research","3/12/2024 04:02:18 PM: Per Coop Unit, this project is under consideration with the NPS",2024-03-12 16:02:18,,,,"FY2024",,,,2024-02-29 10:41:30,"FY2024",12,,,"March-2024","Agriculture","Q3 FY2024",,"Federal","Others","Submitted",1,0,1,0
"23-1130-P0002","Range-Wide Seasonal Habitat Models for Greater Sage-grouse (Pheasants Forever)","Range-Wide Seasonal Habitat Models for Greater Sage-grouse","Jeffrey L. Beck","Ecosystem Science & Management","Funded","Pheasants Forever",,"Ecosystem Science & Management","6/1/2023","8/30/2024","Other",,"23-1130",2024-01-09 09:40:46,5000,"5/15/2023 12:00:00 AM",,"Applied Research","3/29/2024 10:17:08 AM: awaiting further information to process proposal >> 4/24/2024 03:54:43 PM: Submitted in May 2023 without review >> 4/24/2024 03:55:03 PM: Check Received on 12/13/2023 at OSP",2024-04-24 15:54:43,,2024-04-24 15:55:03,,"FY2024",,"FY2024",,2024-01-09 09:40:46,"FY2024",107,0,,"April-2024","Agriculture","Q4 FY2024","Q4 FY2024","Non-profit","Others","Funded",0,1,1,5000
"23-1165-P0002","Western SARE Professional Development Program Administrative Support: 2023 - 2025","Western SARE Professional Development Program Administrative Subaward","Jenna Meeks","UW Extension","Funded","Montana State University","National Institute of Food and Agriculture/Department of Agriculture","UW Extension","1/1/2024","12/31/2025","Non-Competing Continuation",,"23-1165",2023-09-01 14:11:51,348128,"4/3/2023 12:00:00 AM",,"Other Sponsored Activity","9/1/2023 03:43:56 PM: Legacy Submission. Greensheet. >> 2/27/2024 11:18:28 AM: Funded.",2023-09-01 15:43:56,,2024-02-27 11:18:28,,"FY2024",,"FY2024",,2023-09-01 14:11:51,"FY2024",0,179,,"September-2023","Agriculture","Q1 FY2024","Q3 FY2024","Others","Others","Funded",0,1,1,348128
"23-1165-P0003","Western SARE PDP FY24 Admin Budget","Western SARE Professional Development Program Administrative Subaward","Jenna Meeks","UW Extension","Funded","Montana State University","National Institute of Food and Agriculture/Department of Agriculture","UW Extension","9/1/2024","8/31/2025","Non-Competing Continuation",,"23-1165",2024-04-05 10:09:23,555571,"3/29/2024 12:00:00 AM",,"Basic Research","4/11/2024 08:39:38 AM: Previously submitted to sponsor by PI March 2024 >> 4/25/2024 04:35:29 PM: Funded.",2024-04-11 08:39:38,,2024-04-25 16:35:29,,"FY2024",,"FY2024",,2024-04-05 10:09:23,"FY2024",6,14,,"April-2024","Agriculture","Q4 FY2024","Q4 FY2024","Others","Others","Funded",0,1,1,555571
"23-1173-P0002","National Instructional Materials Accessibility Center (NIMAC) Wyoming Department of Education Accessible Educational Materials (AEM) 2025 - 2026","National Instructional Materials Accessibility Center (NIMAC); Wyoming Depart of Education Accessible Educational Materials (AEM) 2022-2023","Canyon Leigh Hardesty","Wyoming Institute for Disabilities WIND","Funded","Wyoming Department of Education",,"Wyoming Institute for Disabilities WIND","3/1/2025","2/28/2026","Competing Continuation",,"23-1173",2024-11-26 12:17:10,107870,"1/2/2025 12:00:00 AM",,"Other Sponsored Activity","12/4/2024 08:20:07 AM: Updating form fields >> 12/5/2024 09:15:43 AM: Updating form fields
 >> 12/19/2024 11:07:40 AM: Contract review underway >> 12/19/2024 11:08:01 AM: See award 23-1173-A0002 >> 3/31/2025 03:04:24 PM: Funded",2024-12-19 11:07:40,2024-12-19 11:08:01,2025-03-31 15:04:24,,"FY2025","FY2025","FY2025",,2024-11-26 12:17:10,"FY2025",23,102,,"December-2024","Health Sciences","Q2 FY2025","Q3 FY2025","State","Others","Funded",0,1,1,107870
"23-1179-P0002","Absaroka Fence Initiative Wildlife Friendly Fence Modifications","The Absaroka Fence Initiative, Fencing Project","Tyler Joe Carroll","Haub School of Environment & Natural Resources","Funded","Absaroka Fence Initiative",,"Haub School of Environment & Natural Resources","5/24/2024","12/31/2024","New",,"23-1179",2024-04-30 16:36:35,15000,"5/24/2024 12:00:00 AM",,"Other Sponsored Activity","5/14/2024 12:27:28 PM: Moving to development to update entry fields
 >> 6/5/2024 02:47:11 PM: Moving to development to update form fields >> 6/25/2024 12:16:08 PM: Submitted to sponsor >> 8/13/2024 08:56:59 AM: Funded.",2024-06-25 12:16:08,,2024-08-13 08:56:59,,"FY2024",,"FY2025",,2024-04-30 16:36:35,"FY2024",56,49,,"June-2024","Haub School of Environment & Natural Resources","Q4 FY2024","Q1 FY2025","Non-profit","Others","Funded",0,1,1,15000
"23-1190-P0002","Portable Assistance Program Supplement","Portable Assistance Program Funding Opportunity Number OSBDC-2020-03 Multi-Year (3) project Option Year 1- On Campus","Jill K Kline","Small Business Development Center","Funded","Small Business Administration",,"Small Business Development Center","5/1/2023","4/30/2024","Supplement",,"23-1190",2023-07-19 15:38:26,100000,"5/1/2023 12:00:00 AM",,"Other Sponsored Activity","7/20/2023 12:00:57 PM: Legacy Submission. >> 7/20/2023 12:01:15 PM: Award Received.",2023-07-20 12:00:57,,2023-07-20 12:01:15,,"FY2024",,"FY2024",,2023-07-19 15:38:26,"FY2024",1,0,,"July-2023","Research & Economic Development","Q1 FY2024","Q1 FY2024","Federal","Others","Funded",0,1,1,100000
"23-1210-P0002","Phase II Continental Divide National Scenic Trail Work","Trail Work on the Continental Divide National Scenic Trail","Tyler Joe Carroll","Haub School of Environment & Natural Resources","Funded","Forest Service/Department of Agriculture",,"Haub School of Environment & Natural Resources","8/1/2024","11/1/2025","Non-Competing Continuation",,"23-1210",2024-07-19 16:39:45,31000,"5/17/2024 12:00:00 AM",,"Other Sponsored Activity","7/22/2024 02:04:46 PM: Post-Submission Review. >> 7/22/2024 02:05:02 PM: Agreement PE. >> 7/25/2024 02:40:44 PM: Awarded.",2024-07-22 14:04:46,2024-07-22 14:05:02,2024-07-25 14:40:44,,"FY2025","FY2025","FY2025",,2024-07-19 16:39:45,"FY2025",3,3,,"July-2024","Haub School of Environment & Natural Resources","Q1 FY2025","Q1 FY2025","Federal","Others","Funded",0,1,1,31000
