"Proposal #","Admin Unit","Instrument Type","PI.x","sponsor type","Prime Sponsor","Project End Date","Project Start Date","Project Title","Proposal Type","Sponsor","Status","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","College/Division","Total Sponsor Costs","Comments","Date","Year","PI.y","Title","Agency","Program","Completion Date","Internal","External","Other","Awarded_Status_By_TIG","Comment by Nick","Correct_Proposal_Status"
"23-1215-P0002","UW Extension",,"Jeffrey Michael Edwards","Wyoming State Governmental Entities",,"8/1/2024","7/1/2023","Pesticide Safety Education Program as funded by product registration fees paid by industry for use of pesticides in the state","Competing Continuation","Wyoming Department of Agriculture","Funded",2023-06-08 18:02:43,,2023-06-14 11:06:40,,"FY2023",,"FY2023",,2023-06-07 11:52:27,"FY2023",1,6,,"Agriculture",185000,,,,,,,,,,,,,,
"23-1215-P0003","UW Extension",,"Jeremiah Vardiman","Wyoming State Governmental Entities",,"8/1/2026","7/1/2025","Pesticide Safety Education Program as funded by product registration fees paid by industry for use of pesticides in the state","New","Wyoming Department of Agriculture","Funded",2025-05-20 18:19:16,2025-05-20 12:19:33,2025-07-15 12:21:31,,"FY2025","FY2025","FY2026",,2025-05-13 13:42:12,"FY2025",7,56,,"Agriculture",185000,,,,,,,,,,,,,,
"23-1221-P0002","Haub School of Environment & Natural Resources",,"Tyler Joe Carroll","Non-Profit Organizations",,"8/31/2023","6/1/2023","Trail Construction with Pilot Hill Inc. Master Agreement","New","Pilot Hill, Inc.","Funded",2023-11-30 21:08:58,,2023-11-30 14:16:55,,"FY2024",,"FY2024",,2023-11-29 16:14:41,"FY2024",1,0,,"Haub School of Environment & Natural Resources",30000,,,,,,,,,,,,,,
"23-1221-P0003","Haub School of Environment & Natural Resources",,"Tyler Joe Carroll","Non-Profit Organizations",,"12/31/2024","5/24/2024","Trail Construction with Pilot Hill Inc. Master Agreement","Renewal","Pilot Hill, Inc.","Funded",2024-06-25 18:18:54,,2024-08-13 12:44:11,,"FY2024",,"FY2025",,2024-04-30 16:31:42,"FY2024",56,49,,"Haub School of Environment & Natural Resources",15000,,,,,,,,,,,,,,
"23-1223-P0002","Haub School of Environment & Natural Resources",,"James A. Fried","Non-Profit Organizations","National Park Service/Department of the Interior","12/31/2023","3/1/2023","2022 WYCC Vegetation Management Crew at Grand Teton National Park","Non-Competing Continuation","The Corps Network","Funded",2023-06-19 21:13:24,,2023-06-20 09:14:33,,"FY2023",,"FY2023",,2023-06-19 13:47:29,"FY2023",0,1,,"Haub School of Environment & Natural Resources",60000,,,,,,,,,,,,,,
"23-1235-P0002","Haub School of Environment & Natural Resources",,"Tyler Joe Carroll","Wyoming Local Governmental Entities",,"12/31/2024","5/24/2024","City of Buffalo Trail Maintenance","New","City of Buffalo, Wyoming","Funded",2024-06-25 18:18:11,,2024-08-28 08:53:00,,"FY2024",,"FY2025",,2024-04-30 16:34:35,"FY2024",56,64,,"Haub School of Environment & Natural Resources",15000,,,,,,,,,,,,,,
"23-1252-P0002","Wyoming State Veterinary Laboratory",,"Berit Bangoura","Wyoming State Governmental Entities",,"6/30/2026","7/1/2024","Animal rabies surveillance in the State of Wyoming","Non-Competing Continuation","Wyoming Department of Agriculture","Funded",2024-06-12 15:35:22,,2024-06-12 09:35:38,,"FY2024",,"FY2024",,2024-06-03 11:29:05,"FY2024",9,0,,"Agriculture",20000,,,,,,,,,,,,,,
"23-1279-P0002","American Heritage Center",,"Paul V.M. Flesher","Wyoming State Governmental Entities",,"6/30/2026","7/1/2024","Wyoming We The People: The Citizen and the Constitution and Project Project Citizen","Non-Competing Continuation","Wyoming State Parks and Cultural Resources","Funded",2024-08-02 14:17:37,2024-08-02 08:17:48,2024-09-24 21:32:17,,"FY2025","FY2025","FY2025",,2024-05-16 09:38:58,"FY2024",78,53,,"Academic Affairs",120000,,,,,,,,,,,,,,
"23-1280-P0002","Plant Sciences",,"Andrew R. Kniss","Industry",,"1/31/2028","5/1/2024","Weed Science Research in Agronomic Crops 2022","Supplement","Syngenta Crop Protection, LLC","Funded",2024-10-01 18:15:39,,2025-05-05 16:10:09,,"FY2025",,"FY2025",,2024-08-14 16:12:39,"FY2025",48,216,,"Agriculture",5500,,,,,,,,,,,,,,
"23-1286-P0002","Science & Math Teaching Center",,"Martha C. Inouye","Institutions of Higher Education","National Science Foundation","6/17/2030","6/18/2025","Investigating how combining intensive professional development and modest support affects rural, elementary teachers science and engineering practice","New","University of North Dakota","Funded",2024-11-13 15:21:53,,2025-05-05 15:26:23,,"FY2025",,"FY2025",,2024-10-18 09:39:29,"FY2025",26,173,,"Education",434064,,,,,,,,,,,,,,
"23-1300-P0002","Wyoming State Veterinary Laboratory",,"Berit Bangoura","Wyoming State Governmental Entities",,"6/30/2025","7/1/2024","Interagency Agreement for Brucellosis supplies, testing, and technician","Non-Competing Continuation","Wyoming Livestock Board","Funded",2024-06-14 18:11:31,2024-06-14 12:12:29,2024-06-14 12:30:29,,"FY2024","FY2024","FY2024",,2024-06-04 16:13:16,"FY2024",10,0,,"Agriculture",131915,,,,,,,,,,,,,,
"23-1302-P0002","Wyoming Public Media",,"Christina Kuzmych","Non-Profit Organizations",,"2/28/2034","3/1/2024","Walton Foundation #5 - via Alumbra Innovations Foundation","New","Alumbra Innovations Foundation","Funded",2024-04-24 21:46:07,,2024-04-25 14:18:31,,"FY2024",,"FY2024",,2024-02-19 13:17:59,"FY2024",65,1,,"Research & Economic Development",20000,,,,,,,,,,,,,,
"23-1308-P0003","Wyoming Coop Unit",,"Annika Walters","U.S. Federal Government",,"12/31/2025","8/15/2022","RWO212: Implications of Stream Fragmentation for Climate Change Resilience of Northern Prairie Fishes","New","U.S. Geological Survey/Department of the Interior","Funded",2024-07-23 22:41:20,2024-09-13 14:00:13,2024-09-13 14:02:58,,"FY2025","FY2025","FY2025",,2024-04-25 19:20:22,"FY2024",89,52,,"Agriculture",66613.86,,,,,,,,,,,,,,
"23-1310-P0003","Wyoming Coop Unit",,"Annika Walters","U.S. Federal Government",,"12/31/2025","9/7/2022","How will methods to suppress an invasive fish affect Yellowstone Lake water quality? (RWO211)","New","U.S. Geological Survey/Department of the Interior","Funded",2024-07-23 22:40:09,,2025-05-05 15:58:03,,"FY2025",,"FY2025",,2024-04-25 19:17:43,"FY2024",89,286,,"Agriculture",60100,,,,,,,,,,,,,,
"23-1316-P0002","College of Law Deans Office",,"Dona Playton","Non-Profit Organizations",,"6/30/2024","7/1/2023","2022-2023 IOLTA Grant","Renewal","Equal Justice Wyoming Foundation","Funded",2023-07-26 20:44:43,,2023-07-26 14:44:52,,"FY2024",,"FY2024",,2023-06-29 09:16:08,"FY2023",27,0,,"Law",10500,,,,,,,,,,,,,,
"23-1319-P0002","Zoology & Physiology",,"Yun Li","U.S. Federal Government",,"8/31/2027","9/1/2025","Loss of TDP-43 disrupts the prefrontal neural activity and circuitry: relevance for TDP-43 linked ADRD","Competing Continuation","National Institutes of Health/Department of Health and Human Services","Submitted to Sponsor",2025-07-01 21:18:47,,,,"FY2026",,,,2025-05-19 08:24:34,"FY2025",44,,,"Agriculture",755662,,,,,,,,,,,,,,
"23-1324-P0002","Wyo Natural Diversity Database",,"Paige Elise Parry","U.S. Federal Government",,"8/10/2024","8/15/2022","Light Detection and Ranging Plot Validation","Non-Competing Continuation","Forest Service/Department of Agriculture","Funded",2023-09-11 17:59:56,,2024-12-23 10:01:21,,"FY2024",,"FY2025",,2023-09-11 11:49:26,"FY2024",0,469,,"Research & Economic Development",120092.05,,,,,,,,,,,,,,
"23-1324-P0003","Wyo Natural Diversity Database",,"Paige Elise Parry","U.S. Federal Government",,"12/31/2028","1/1/2024","Light Detection and Ranging Plot Validation","Non-Competing Continuation","Forest Service/Department of Agriculture","Funded",2023-09-11 19:40:18,,2023-09-11 13:40:31,,"FY2024",,"FY2024",,2023-09-11 12:13:00,"FY2024",0,0,,"Research & Economic Development",423151.94,,,,,,,,,,,,,,
"23-1326-P0002","Transportation Services",,"Paul W. Kunkel","Wyoming State Governmental Entities",,"9/30/2024","10/1/2023","FY23 5311 Operating, Administration, and Maintenance Grant Request from WYDOT/FTA","New","Wyoming Department of Transportation","Funded",2023-09-13 21:52:51,,2023-09-13 15:53:28,,"FY2024",,"FY2024",,2023-09-13 15:39:30,"FY2024",0,0,,"Campus Operations",3180082,,,,,,,,,,,,,,
"23-1345-P0002","Plant Sciences",,"Brian A Mealor","Foreign Government",,"9/30/2024","10/1/2022","The University of Wyoming will develop a study that will determine if Post-Treatment deferment is needed for the most effective weed control and recovery","New","Natural Resources Conservation Service/Department of Agriculture","Funded",2023-10-12 21:43:04,,2024-12-23 09:54:47,,"FY2024",,"FY2025",,2023-10-12 15:22:11,"FY2024",0,438,,"Agriculture",31692,,,,,,,,,,,,,,
"23-1369-P0002","Ecosystem Science & Management",,"Jeffrey L. Beck","Wyoming State Governmental Entities",,"1/31/2024","2/1/2024","Adaptive Management of the NPL Gas Field for Sage-grouse","Competing Continuation","Wyoming Game and Fish Department","Funded",2024-08-27 16:50:04,,2024-09-03 15:50:34,,"FY2025",,"FY2025",,2024-07-31 11:12:48,"FY2025",27,7,,"Agriculture",48292,,,,,,,,,,,,,,
"23-1384-P0002","Zoology & Physiology",,"William Warren Fetzer","Wyoming State Governmental Entities",,"6/30/2026","7/1/2025","Partnership between UW Fetzer Lab and WGFD to support undergraduate research projects for WGFD management","Supplement","Wyoming Game and Fish Department","Funded",2025-07-02 15:01:42,,2025-07-02 09:01:50,,"FY2026",,"FY2026",,2025-06-06 16:24:28,"FY2025",26,0,,"Agriculture",6937.92,,,,,,,,,,,,,,
"23-1391-P0002","Wyoming Institute for Disabilities WIND",,"Canyon Leigh Hardesty","Wyoming State Governmental Entities",,"6/30/2023","9/1/2022","WY Telehealth Network 22-23","New","Wyoming Department of Health","Funded",2023-10-12 21:59:45,,2024-12-23 09:55:48,,"FY2024",,"FY2025",,2023-10-12 15:46:08,"FY2024",0,437,,"Health Sciences",151875,,,,,,,,,,,,,,
"23-1400-P0002","Agricultural Experiment Station",,"Eric P Webster","U.S. Federal Government",,"9/30/2023","10/1/2022","Hatch-Regular Capacity FY23","New","National Institute of Food and Agriculture/Department of Agriculture","Funded",2024-03-01 19:55:26,,2024-03-01 12:56:03,,"FY2024",,"FY2024",,2023-06-30 14:43:57,"FY2023",245,0,,"Agriculture",1353873,,,,,,,,,,,,,,
"23-1402-P0002","Agricultural Experiment Station",,"Eric P Webster","U.S. Federal Government",,"9/30/2023","10/1/2022","Hatch-Multistate Capacity FY23","Other","National Institute of Food and Agriculture/Department of Agriculture","Funded",2024-02-26 17:49:13,,2024-02-26 10:50:07,,"FY2024",,"FY2024",,2023-06-30 14:52:29,"FY2023",241,0,,"Agriculture",767988,,,,,,,,,,,,,,
"23-1403-P0002","Agricultural Experiment Station",,"Eric P Webster","U.S. Federal Government",,"9/30/2023","10/1/2022","McIntire-Stennis Capacity FY23","New","National Institute of Food and Agriculture/Department of Agriculture","Funded",2024-04-19 17:17:36,,2024-04-19 11:17:56,,"FY2024",,"FY2024",,2023-06-30 14:53:26,"FY2023",294,0,,"Agriculture",244361,,,,,,,,,,,,,,
"23-1405-P0002","Haub School of Environment & Natural Resources",,"Drew Edward Bennett","Industry",,"7/31/2024","1/1/2023","Social science in support of grasslands conservation in the Northern Great Plains","New","Ducks Unlimited, Inc.","Funded",2023-07-10 18:24:07,,2024-12-23 10:12:06,,"FY2024",,"FY2025",,2023-06-30 16:31:09,"FY2023",10,532,,"Haub School of Environment & Natural Resources",25000,,,,,,,,,,,,,,
"23-1406-P0002","Psychology",,"Christine L. McKibbin","Wyoming State Governmental Entities",,"9/30/2023","10/1/2022","2023 Title III-D Evidence-Based Program Delivery","New","Wyoming Department of Health","Not Funded",2023-07-03 17:50:07,,,2024-12-23 09:45:42,"FY2024",,,"FY2025",2023-06-30 13:24:21,"FY2023",3,,539,"Arts & Sciences",20000,,,,,,,,,,,,,,
"23-1406-P0003","Psychology",,"Christine L. McKibbin","Wyoming State Governmental Entities",,"9/30/2023","10/1/2022","2023 Title III-D Evidence-Based Program Delivery","New","Wyoming Department of Health","Not Funded",2023-07-03 17:46:36,,,2024-12-23 09:46:17,"FY2024",,,"FY2025",2023-06-30 13:24:38,"FY2023",3,,539,"Arts & Sciences",30000,,,,,,,,,,,,,,
"23-1410-P0002","Mechanical Engineering",,"Jonathan W. Naughton","Industry",,"12/31/2024","12/30/2023","Contract as Rotor Wake Multi-lab PI","Other","Sandia National Laboratories","Closed",2024-01-05 15:12:34,,2025-05-05 16:12:34,,"FY2024",,"FY2025",,2023-12-21 15:54:58,"FY2024",15,486,,"Engineering",100000,,,,,,,,,,,,,,
"23-1412-P0002","Wyoming Coop Unit",,"Matthew Kauffman","Other State and Local Governmental Entities",,"6/30/2024","7/1/2023","Statewide mapping of elk, mule deer, and pronghorn winter ranges, movement corridors and stopover locations FY23","Supplement","Idaho Department of Fish and Game","Funded",2023-08-28 19:10:44,,2023-08-28 13:10:52,,"FY2024",,"FY2024",,2023-06-13 14:35:18,"FY2023",76,0,,"Agriculture",61860,,,,,,,,,,,,,,
"23-1412-P0003","Wyoming Coop Unit",,"Matthew Kauffman","Other State and Local Governmental Entities","U.S. Fish & Wildlife Service/Department of the Interior","6/30/2025","7/1/2024","Statewide mapping of elk, mule deer, and pronghorn winter ranges, movement corridors and stopover locations FY23","New","Idaho Department of Fish and Game","Funded",2024-11-21 18:18:11,2024-11-21 11:18:38,2025-01-29 12:07:30,,"FY2025","FY2025","FY2025",,2024-09-19 10:36:26,"FY2025",63,69,,"Agriculture",60894,,,,,,,,,,,,,,
"23-1412-P0004","Wyoming Coop Unit",,"Matthew Kauffman","Other State and Local Governmental Entities",,"6/30/2026","7/1/2025","Statewide mapping of elk, mule deer, and pronghorn winter ranges, movement corridors and stopover locations FY23","Supplement","Idaho Department of Fish and Game","In Development",2025-06-11 21:01:56,2025-06-11 15:02:08,,,"FY2025","FY2025",,,2025-05-30 11:58:25,"FY2025",12,,,"Agriculture",66127.07,,,,,,,,,,,,,,
"23-1415-P0002","Pharmacy",,"Lavinia Salama","Institutions of Higher Education",,"3/31/2024","10/1/2022","Closing Tobacco Cessation Counseling Gaps. Evaluation of Patient's Smoking Habits, Desire to Quit and Frequency of Tobacco cessation Education Received from a clinic Provider","New","American College of Clinical Pharmacy","Funded",2023-07-10 18:17:53,,2024-11-22 14:24:36,,"FY2024",,"FY2025",,2023-06-30 16:15:39,"FY2023",10,501,,"Health Sciences",1194,,,,,,,,,,,,,,
"23-1419-P0002","Wyoming Survey & Analysis Center",,"Andria Blackwood","Other State and Local Governmental Entities","Substance Abuse & Mental Health Services Administration/Department of Health and Human Services","9/30/2024","5/1/2024","SAMHSA 2022 Arkansas State Opioid Response Grant","Supplement","Arkansas Department of Human Services","Funded",2024-04-08 18:53:53,,2024-04-18 12:41:24,,"FY2024",,"FY2024",,2024-04-04 10:43:10,"FY2024",4,10,,"Research & Economic Development",80938,,,,,,,,,,,,,,
"23-1419-P0003","Wyoming Survey & Analysis Center",,"Andria Blackwood","Other State and Local Governmental Entities",,"10/20/2025","10/21/2024","SAMHSA 2022 Arkansas State Opioid Response Grant","Competing Continuation","Arkansas Department of Human Services","Funded",2024-10-17 16:03:58,,2024-10-17 10:04:23,,"FY2025",,"FY2025",,2024-10-07 14:57:11,"FY2025",10,0,,"Research & Economic Development",375000,,,,,,,,,,,,,,
"23-1420-P0002","Family & Consumer Sciences",,"Grace Elisabeth Shearrer","Non-Profit Organizations",,"11/14/2024","11/15/2022","Mobile regulation of craving training (mROC-T) to improve dietary intake in rural adolescent girls","Resubmission","American Diabetes Association","Funded",2023-11-30 21:17:32,,2023-11-30 14:18:14,,"FY2024",,"FY2024",,2023-11-30 13:54:16,"FY2024",0,0,,"Agriculture",421307,,,,,,,,,,,,,,
"23-1424-P0002","Agricultural Experiment Station",,"Eric P Webster","U.S. Federal Government",,"9/30/2023","10/1/2022","Animal Health and Disease Research Capacity, FY23","New","National Institute of Food and Agriculture/Department of Agriculture","Funded",2024-03-25 15:05:13,,2024-11-22 14:09:28,,"FY2024",,"FY2025",,2023-06-30 14:33:20,"FY2023",269,242,,"Agriculture",21105,,,,,,,,,,,,,,
"23-1435-P0002","UW Extension",,"Bridger Feuz","Institutions of Higher Education","National Institute of Food and Agriculture/Department of Agriculture","12/31/2025","1/1/2023","SARE State Implementation Grant 2020","Renewal","Montana State University","Funded",2024-01-10 11:19:25,,2024-02-07 15:57:45,,"FY2024",,"FY2024",,2024-01-10 11:19:25,"FY2024",0,28,,"Agriculture",90000,"Created Date Imputed because Submission Date is missing for Funded proposal!",,,,,,,,,,,,,
"23-1454-P0002","UW Extension",,"Bridger Feuz","Non-Profit Organizations",,"9/30/2023","10/1/2022","Extension AmeriCorp ServeWyoming","New","Serve Wyoming","Funded",2023-07-18 17:59:20,,2023-07-18 11:59:32,,"FY2024",,"FY2024",,2023-06-30 16:34:38,"FY2023",18,0,,"Agriculture",8000,,,,,,,,,,,,,,
"23-1454-P0003","UW Extension",,"Bridger Feuz","Non-Profit Organizations","AmeriCorps","9/30/2024","10/1/2023","Extension AmeriCorp ServeWyoming","Non-Competing Continuation","Serve Wyoming","Funded",2023-11-29 19:47:50,,2023-11-29 12:48:00,,"FY2024",,"FY2024",,2023-08-21 15:47:33,"FY2024",100,0,,"Agriculture",85726,,,,,,,,,,,,,,
"23-1454-P0004","UW Extension",,"Bridger Feuz","U.S. Federal Government",,"9/30/2025","10/1/2024","Extension AmeriCorp ServeWyoming","Competing Continuation","AmeriCorps","Funded",2024-03-25 15:11:43,,2024-08-22 10:27:54,,"FY2024",,"FY2025",,2024-03-19 14:04:04,"FY2024",6,150,,"Agriculture",167168,,,,,,,,,,,,,,
"23-1454-P0005","UW Extension",,"Matthew Dolan Helie","U.S. Federal Government","AmeriCorps","9/30/2026","10/1/2025","Extension AmeriCorp ServeWyoming","Competing Continuation","Serve Wyoming","Submitted to Sponsor",2025-03-26 15:30:46,,,,"FY2025",,,,2025-03-04 15:57:24,"FY2025",22,,,"Agriculture",193142,,,,,,,,,,,,,,
"23-1458-P0002","Plant Sciences",,"Jean L. Williams-Woodward","Institutions of Higher Education","National Institute of Food and Agriculture/Department of Agriculture","8/31/2026","9/1/2025","Great Plains Diagnostic Network (GPDN) WY Component","Supplement","Kansas State University","Submitted to Sponsor",2025-06-05 15:04:34,,,,"FY2025",,,,2025-05-30 14:14:51,"FY2025",6,,,"Agriculture",20000,,,,,,,,,,,,,,
"23-1461-P0002","Wyoming Institute for Disabilities WIND",,"Canyon Leigh Hardesty","Wyoming State Governmental Entities",,"12/31/2026","3/1/2021","Implementing Community Based Telehealth Infrastructure to Expand Healthcare to Vulnerable Populations","New","Wyoming Office of State Lands and Investments","Funded",2024-02-26 20:10:55,,2024-02-26 13:11:08,,"FY2024",,"FY2024",,2023-06-30 15:54:33,"FY2023",241,0,,"Health Sciences",178200,,,,,,,,,,,,,,
"23-1463-P0002","Accounting & Finance",,"Nicole Y. Choi","U.S. Federal Government",,"12/31/2026","1/1/2026","Low Income Taxpayer Clinic. The Clinic will work to meet the goal of delivering a three-prong program to represent, educate and advocate for low-income taxpayers for whom English is a second language.","New","Department of the Treasury","Submitted to Sponsor",2025-07-14 22:39:49,,,,"FY2026",,,,2025-06-30 15:05:43,"FY2025",14,,,"Business",200000,,,,,,,,,,,,,,
